Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
SMCX_Adult_Pre-Frontal_Cortex_Knockout_GSE74630_up	29/497	0.29889131530894308408363713169819675385951995849609375	0.46073175499636842555872817683848552405834197998046875	0.08663599538091197593825398826083983294665813446044921875	0.133073707190751455708976891401107423007488250732421875	0.688427467775361	-0.831396825006686	EPHB6;NUMBL;NDRG4;PTPRN;STXBP1;CHRD;HK1;HID1;LDHA;PGRMC1;RUSC1;TUBB3;ZMIZ1;UBC;IP6K1;MPP2;PGAM1;ATG9A;NR4A1;SLC4A8;TMEFF2;PFKL;TUBB2A;NOV;MADD;STAC2;MAPRE3;ALDOA;GAS7
Calcific_aortic_valve_stenosis_Aorta_GSE55492_up	28/497	0.371302651111751647050596147892065346240997314453125	0.54645333608188784157988493461743928492069244384765625	0.121477467728429877613649523482308723032474517822265625	0.17878075284466887762135911543737165629863739013671875	0.840632920465457	-0.8328467915207861	CSF1R;HSP90B1;LDHA;DBP;CSRP1;HMOX1;CD14;CD55;PDIA3;CAST;XBP1;LHFP;MCAM;STAT2;STAT3;PDE4DIP;OSMR;VCAN;KRT18;SLPI;NOV;TMEM119;ARHGEF2;CALR;SEC24D;RIN2;CRLF1;FGFR1
Dnmt1_Cortex_knockout_GSE58261_down	34/494	0.0633828907384533513091895429170108400285243988037109375	0.12945234042500441962175727894646115601062774658203125	0.00992791560365915114194645951783968484960496425628662109375	0.0202448561134177980325166146258197841234505176544189453125	0.3028768653275713	-0.8355044042426906	CLIC4;HSPA4L;SEL1L;OTUD7B;MSMO1;VLDLR;GHITM;HSP90B1;CSRP1;PGK1;GPRASP1;GPR155;ZFP365;TRP53INP2;PDK1;MFAP3L;PDIA3;ARHGEF10;MPP2;HSPA5;PLEKHA1;MCAM;IDH1;TMEM50B;PARVB;EML1;PDIA6;NR4A2;TMEFF2;SLC6A8;ZDHHC9;FAR1;HYOU1;CALR
Dexamethasone_Embryonic_hypothalamic_progenitor-stem_cells_-_Female_100_nM_4_hrs_GSE55113_down	34/496	0.0662291507904960441432962170438258908689022064208984375	0.13358779097431838778220480890013277530670166015625	0.01046984196242748028915503510916096274740993976593017578125	0.0210855485961581289033883734873597859404981136322021484375	0.3094579845331231	-0.8400653423722825	BEX2;NRN1;PIK3R3;PLAT;HK1;HSP90B1;ERO1L;LDHA;ADGRG1;SESN3;MYO6;PDE4B;PGK1;ZFP365;SASH1;APPL2;MFAP3L;CPT1A;TPI1;PRRX1;PGAM1;STAT3;ARRDC3;EMP2;FBXO32;VEGFA;EID1;TUBB2A;SPRY2;ALDOA;SQSTM1;TRIB2;STK40;RHOQ
Huntington's_iPSCs_GSE74201_down	27/496	0.4452298055284824584987291018478572368621826171875	0.64049196791135754036616845041862688958644866943359375	0.163381402092860172903243665132322348654270172119140625	0.23513186296771138028560699240188114345073699951171875	1.0413452666311278	-0.8426198440108451	TRAM1;SLC2A1;AK4;LIPA;HSP90B1;LDHA;SERP1;KIF3B;KIF5C;FAM162A;FTH1;PGK1;PIM2;SLC16A3;SLC35A2;XBP1;TPI1;IDH1;BNIP3;PGAM1;UGDH;TUBB2A;P4HA1;RAB13;GNB4;TBC1D23;ALDOA
Bardet-Biedi_Syndrome_Neurons_(IPSCs-derived)_GSE62936_down	27/496	0.4452298055284824584987291018478572368621826171875	0.64049196791135754036616845041862688958644866943359375	0.163381402092860172903243665132322348654270172119140625	0.23513186296771138028560699240188114345073699951171875	1.0447758877504205	-0.8453957815649192	CDKN1A;CLIC4;PIK3R3;HSP90B1;LDHA;RAB11FIP1;SESN3;FTH1;UBC;PDIA3;UBE2H;TPI1;HSPA5;H2AFZ;MCAM;PGAM1;STAT3;KRT8;SUCO;GFRA1;PDIA6;PDIA4;TOM1L2;VCAN;B4GAT1;HYOU1;CALR
Miconazole_Embryonic_stem_cells_2_hrs_GSE63804_down	27/494	0.43673817920150559412917345980531536042690277099609375	0.6369914474676667826003040318028070032596588134765625	0.1586756686889539691431849632863304577767848968505859375	0.2311725027596070736191080641219741664826869964599609375	1.0278636608591958	-0.8515042485182883	ABCD3;ZFP945;HSPA4L;PLOD2;MAGT1;HSP90B1;ZFP260;SEC62;TRP53INP1;BNIP3L;ACBD5;TMEM184C;H2AFZ;FNDC3A;KLHL24;GPCPD1;DNAJC3;EID1;UGDH;VCAN;RAB18;TMEM106B;FAR1;SERINC1;LCORL;POLR3K;RAB5A
Panobinostat_+_5-Azacytidine_JJN3_GSE56623_up	34/495	0.0647948777184368662762636859042686410248279571533203125	0.1313055076506018103987827316814218647778034210205078125	0.0101959174649656481026482879315153695642948150634765625	0.02062968681480607802125604166576522402465343475341796875	0.3112473078312355	-0.8517371988647474	TRAM1;CLIC4;CLDND1;PLEKHB2;TFRC;SLC3A2;SPTY2D1;HERPUD1;MAP1LC3B;RAB11FIP1;SERP1;SESN3;FTH1;UBC;KDSR;SEC23B;SLC25A44;UBE2H;PEX19;APAF1;TXNRD1;STAT3;PDE4DIP;PER1;PREPL;NPC1;NBR1;TACC1;SERINC1;LPIN1;ATP6V0D1;SQSTM1;PCYOX1;ATF4
Itch_Skin_Knockout_GSE65686_down	32/496	0.1305495706408775491436102811348973773419857025146484375	0.2355686427236916846705838679554290138185024261474609375	0.0261691120392422600648973940451469388790428638458251953125	0.047155145101183078282236493805612553842365741729736328125	0.41876841576180296	-0.8526134462220438	EPHB6;ABCD3;INSIG2;RAB3D;AK1;MSMO1;EVPL;PTGS1;MFSD6;RMND5A;TMEM43;ERBB3;TRP53INP2;APPL2;VDR;CDC42BPG;ARRDC3;KREMEN1;PDE4DIP;MBOAT2;EMP2;KLF4;PTPN13;FBXO32;TTC9;PINK1;SLC6A8;TMEM159;ADGRF4;PXMP4;TMCC3;TMEM45A
Bicuculin_Hippocampus_20_uM_GSE67245_down	30/497	0.234335386634801523531024258772959001362323760986328125	0.37545608129541474529133893156540580093860626220703125	0.060145988673524879153386990537910605780780315399169921875	0.0962483779388141058586114695572177879512310028076171875	0.5878349647680786	-0.8529496587402459	NDRG4;SLC1A4;NDRG1;MAP1LC3B;RMND5A;KIF3B;TUBB3;PDE4B;WDR7;EVI5L;ST3GAL1;PLXNA4;VPS39;PEG3;KLHL24;KCTD4;SLC4A8;IRGQ;TUBB2A;TMX2;DDIT4;JMY;PDCD4;TXNIP;TMEM106B;ULK1;SSBP2;YPEL5;FAM8A1;MXD4
Firre_Embryonic_stem_cells_Knockout_GSE45157_down	28/497	0.371302651111751647050596147892065346240997314453125	0.54645333608188784157988493461743928492069244384765625	0.121477467728429877613649523482308723032474517822265625	0.17878075284466887762135911543737165629863739013671875	0.8649702065071112	-0.856958660210026	SLC26A2;MGST1;PLOD2;SGMS2;BRCA1;GHITM;CLCN3;HSP90B1;LDHA;PGRMC1;KIF3B;FTH1;SARAF;CAST;NQO1;HSDL2;UBE2H;PCYT1A;MCAM;TXNRD1;HEG1;FOSL2;PDIA4;ALDH3A2;UGDH;CALR;ALDOA;PFKP
Colorectal_Cancer_Laser-capture_microdissected_sample_GSE74369_up	30/496	0.230987810768327583854642170990700833499431610107421875	0.37545608129541474529133893156540580093860626220703125	0.0589882656425302354108453073422424495220184326171875	0.09617009223174415033508211081425542943179607391357421875	0.585672748936482	-0.858239186988025	SLC48A1;SHC4;SEL1L;DAPP1;DERL2;PLOD2;BRCA1;CHD2;BLOC1S6;CLMN;DNAJB4;TMEM67;CREB3L2;TLDC1;SLC38A9;SLC12A6;CNNM2;PEG3;ENTPD5;SLC33A1;GFPT1;NFATC2;GFRA1;FBXO32;KLF3;TPCN2;ELMO1;CD47;PCYOX1;TMEM45A
SYKi_(R406)_iPSC-WA_1uM-24hrs_GSE57896_up	31/497	0.178877213307616245163700341436197049915790557861328125	0.305137589921884833099596789907081983983516693115234375	0.0406594102673249191415294490070664323866367340087890625	0.06961644558148875894243445827669347636401653289794921875	0.49893449069443296	-0.8586940330178483	CLIC5;PDE3B;SLC2A1;SLC3A2;MSMO1;SLC2A4;ADD3;FAM214A;EHBP1;LIPE;FAM162A;CHP1;ACAD11;ST3GAL1;NQO1;CPT1A;HSDL2;PEX19;ALG9;IDH1;GPT2;TSC22D3;PDE4DIP;PTPN13;SMARCA2;ALDH3A2;ALDH6A1;ACER3;DDIT4;PDCD4;PCYOX1
Blinc1_Pancreas_Knockout_GSE73711_down	27/495	0.440983474924878660061722257523797452449798583984375	0.64049196791135754036616845041862688958644866943359375	0.1610188509307433901707184986662468872964382171630859375	0.2340620391741867478696548232619534246623516082763671875	1.0500860295935053	-0.8597557064131629	SEL1L;HSP90B1;LDHA;ANPEP;FTH1;UBC;PGK1;PDIA3;XBP1;TPI1;HSPA5;PEG3;H2AFZ;EDEM1;PGAM1;SURF4;KRT8;MT2;RNASE4;MT1;PDIA6;PDIA4;TRIM35;TXNIP;HYOU1;CALR;SERINC3
Bmal1_Liver_Knockout_ZT16_GSE70499_up	30/497	0.234335386634801523531024258772959001362323760986328125	0.37545608129541474529133893156540580093860626220703125	0.060145988673524879153386990537910605780780315399169921875	0.0962483779388141058586114695572177879512310028076171875	0.5952666616281399	-0.8637330651052468	NRN1;INSIG2;MGST1;CROT;GHITM;HSP90B1;LDHA;PGRMC1;FTH1;AOX3;CYP4V3;ESD;CHP1;ACAD11;DCAF11;PCMTD1;PDIA3;ACBD5;GABARAPL1;HSPA5;IDH1;RNASE4;ASS1;GSTZ1;ALDH6A1;GCLC;TUBB2A;CTH;TMEM106B;SERINC1
PU.1_K562_Overexpression_GSE74999_down	30/497	0.234335386634801523531024258772959001362323760986328125	0.37545608129541474529133893156540580093860626220703125	0.060145988673524879153386990537910605780780315399169921875	0.0962483779388141058586114695572177879512310028076171875	0.5981144319206473	-0.8678651852490752	EPHB6;KDM3A;PFKFB4;TNXB;SLC43A3;MGST1;UAP1;AK4;FOXO3;NDRG1;PTGS1;RAB11FIP1;CSRP1;MYO6;FYN;PIM2;PDK1;CAST;BBS1;PLEKHA2;MCAM;BNIP3;PGAM1;STAT3;ARRDC3;PDE4DIP;RAB27B;MTURN;TUBB2A;SSBP2
Dnmt3a_Cortex_knockout_GSE58261_down	34/496	0.0662291507904960441432962170438258908689022064208984375	0.13358779097431838778220480890013277530670166015625	0.01046984196242748028915503510916096274740993976593017578125	0.0210855485961581289033883734873597859404981136322021484375	0.3219774383276023	-0.8740510844239547	NDRG4;ATP8A1;STXBP1;HSPA4L;NEDD4L;NCALD;HSP90B1;ABR;PGRMC1;KIF5C;UBC;WDR7;HIVEP2;GATSL2;IP6K1;GPRASP1;ATP6V0A1;TPI1;HSPA5;PEG3;PDE4DIP;AHI1;PREPL;IMPACT;TUBB2A;GNAL;NOV;SERINC1;CD47;CALR;ALDOA;TSPYL4;PFKP;GAS7
Klf6_Oligodendrocyte_progenitor_cells_Silenced_GSE79244_down	30/497	0.234335386634801523531024258772959001362323760986328125	0.37545608129541474529133893156540580093860626220703125	0.060145988673524879153386990537910605780780315399169921875	0.0962483779388141058586114695572177879512310028076171875	0.6049136572672513	-0.8777308742377729	CLIC4;CLDND1;TFRC;ZFP703;NATD1;SLC41A1;MSMO1;ADD3;LDHA;EEF2K;RASSF2;TUBB3;PDE4B;FYN;TRP53INP2;EGLN1;IDH1;TXNRD1;STAT3;ARID5A;FOS;PDIA6;MAPK8IP1;FOSL2;VCAN;STK25;MAFF;RAB18;SPRY2;CHMP5
SMCX_Adult_Pre-Frontal_Cortex_Knockout_GSE74630_down	31/496	0.1760105244033069171738503655433305539190769195556640625	0.305137589921884833099596789907081983983516693115234375	0.039808654122294138966164922521784319542348384857177734375	0.0689627949575295218220816195753286592662334442138671875	0.5067717935836006	-0.8803697816005677	ATP8A1;HSPA4L;ADAM22;CABP1;GHITM;CLCN3;FOXO3;NCALD;HSP90B1;MAPK9;RMND5A;SCRN1;KIF5C;EPB41L3;HIVEP2;GPRASP1;ZFP365;PCMTD1;SRPK2;PEG3;SMARCA2;PDP1;ARHGEF9;PREPL;IMPACT;GNAL;KLF9;CREBRF;TMEM106B;SERINC1;SGK1
Msi2_MIA_PaCa-2_Knockdown_GSE75797_down	28/496	0.367223139222552730220883177025825716555118560791015625	0.54645333608188784157988493461743928492069244384765625	0.11953795963265075041892515628205728717148303985595703125	0.1783473457363286829302495561933028511703014373779296875	0.880104671093443	-0.8816761920749844	CLIC4;RAB5B;SEL1L;PIK3R3;AK4;MAGT1;PCMTD2;FTH1;SNAP29;TSPYL2;KDM4A;UBE2H;TPI1;PARP4;PCYT1A;PHF10;H2AFZ;TXNRD1;PGAM1;CIRBP;EID1;KCTD9;PREPL;SLC6A8;DDIT4;TXNIP;GPD1L;RHOQ
NFYA_HCT116_knockdown_GSE56788_up	29/497	0.29889131530894308408363713169819675385951995849609375	0.46073175499636842555872817683848552405834197998046875	0.08663599538091197593825398826083983294665813446044921875	0.133073707190751455708976891401107423007488250732421875	0.7354204051238226	-0.8881490331013197	CDKN1A;TRAM1;NARF;TFRC;HSP90B1;LDHA;MAP1LC3B;ALKBH5;KIF3B;MYO6;UBC;PGK1;SLC16A3;PDIA3;TPI1;TSPYL1;H2AFZ;TXNRD1;PGAM1;STAT3;ATG9A;SURF4;EID1;SLC6A8;PDCD4;PLIN3;ALDOA;SQSTM1;PFKP
RNPK1_A673_knockdown_GSE60890_up	30/497	0.234335386634801523531024258772959001362323760986328125	0.37545608129541474529133893156540580093860626220703125	0.060145988673524879153386990537910605780780315399169921875	0.0962483779388141058586114695572177879512310028076171875	0.6130318875238782	-0.8895104418749183	TNFAIP6;TFRC;SLC3A2;SLC7A11;CHD2;HSP90B1;CSRP1;FTH1;UBC;SEC11C;TSPYL2;PDIA3;TPI1;HSPA5;PEG3;GADD45A;ARID5B;TTC17;KRT18;MTHFD2;GOLGB1;RAB13;SIK3;RNF181;HYOU1;CD47;ARHGEF2;CALR;NFE2L2;ATF4
Zmiz1_T_lymphocyte_read_article_GSE66147_up	28/496	0.367223139222552730220883177025825716555118560791015625	0.54645333608188784157988493461743928492069244384765625	0.11953795963265075041892515628205728717148303985595703125	0.1783473457363286829302495561933028511703014373779296875	0.8887522873890232	-0.8903392496139703	EPHB6;TFRC;SLC41A1;SLC1A4;SLC7A11;BRCA1;CLCN3;LDHA;FRAT2;CSRP1;TUBB3;ZMIZ1;MYO6;RUBCN;CPT1A;HSPA5;H2AFZ;WFS1;EDEM1;HEG1;GFPT1;ARRDC3;CFLAR;LZTFL1;TLE6;SPCS2;TUBB2A;JMY
Thap11_Retina_Knockout_GSE74822_down	30/496	0.230987810768327583854642170990700833499431610107421875	0.37545608129541474529133893156540580093860626220703125	0.0589882656425302354108453073422424495220184326171875	0.09617009223174415033508211081425542943179607391357421875	0.6087069884241194	-0.8919933389554088	ZC4H2;SLC2A1;ADAM22;MSMO1;HSP90B1;CTIF;LDHA;RMND5A;SESN3;KIF5C;ZMIZ1;UBC;PGK1;RBBP9;TRP53INP2;PDIA3;BNIP3L;TPI1;HSPA5;PEG3;H2AFZ;CDC42BPG;NICN1;PGAM1;AMT;KATNAL1;CCNG2;GOLGB1;ALDOA;FGFR1
All-trans_retinoic_acid_Embryonal_carcinoma_cell_line_6_hrs_GSE56893_up	32/495	0.128207553315830502516092792575364001095294952392578125	0.2349267983998527820066470894744270481169223785400390625	0.025574277835568183514514117860016995109617710113525390625	0.04679625241079353459294765116283087991178035736083984375	0.43426819933324545	-0.892032400559368	CLIC4;KDM3A;SLC26A2;TFRC;SLC2A1;FOXO3;HSP90B1;GYS1;MAP1LC3B;MAT2A;ZMIZ1;UBC;PGK1;GPRASP1;PCMTD1;PLK3;HSPA5;TXNRD1;MT2;KLF3;PDIA6;ASS1;VEGFA;POR;KAT6B;CTH;MKRN1;TXNIP;FAR1;CALR;FGFR1;ATF4
CFIm25__Hela_knockdown_GSE42420_down	30/497	0.234335386634801523531024258772959001362323760986328125	0.37545608129541474529133893156540580093860626220703125	0.060145988673524879153386990537910605780780315399169921875	0.0962483779388141058586114695572177879512310028076171875	0.6149024480466053	-0.8922246287728389	CDKN1A;RBM47;PLEKHB2;TFRC;AK4;LDHA;FTH1;SEC11A;PDK1;TPD52;FANCI;NQO1;UBE2H;TPI1;TSPYL1;H2AFZ;IDH1;BNIP3;TXNRD1;PGAM1;KRT8;PDIA6;UGDH;KRT18;MTHFD2;CALR;ALDOA;SQSTM1;PFKP;PRR13
RGS18_HCT116_knockdown_GSE56788_down	29/497	0.29889131530894308408363713169819675385951995849609375	0.46073175499636842555872817683848552405834197998046875	0.08663599538091197593825398826083983294665813446044921875	0.133073707190751455708976891401107423007488250732421875	0.7397055331936991	-0.8933240762813296	CLIC4;SLC2A1;MGST1;DERL1;CPOX;AK4;TOB1;GYS1;LDHA;PGRMC1;BLOC1S6;CNNM2;SLC16A3;NQO1;TPI1;BNIP3;TXNRD1;OSMR;DNAJC3;KRT18;GNPDA1;P4HA1;MTHFD2;DDIT4;HYOU1;SEC22B;ALDOA;PFKP;PCYOX1
Panobinostat_JJN3_24hr-10nM_GSE56623_down	28/496	0.367223139222552730220883177025825716555118560791015625	0.54645333608188784157988493461743928492069244384765625	0.11953795963265075041892515628205728717148303985595703125	0.1783473457363286829302495561933028511703014373779296875	0.8985366111450943	-0.9001410443261423	TFRC;UAP1;SLC3A2;NDRG1;HERPUD1;HSP90B1;GGA2;LDHA;ZMIZ1;UBC;ST3GAL1;PDIA3;FANCI;TPI1;ATP8B2;HSPA5;H2AFZ;TXNRD1;PGAM1;SURF4;PDIA6;PDIA4;MTHFD2;HYOU1;CALR;ALDOA;SQSTM1;ATF4
FLT3_Thymus_-_leukemic_cells_Knockout_GSE61971_down	28/496	0.367223139222552730220883177025825716555118560791015625	0.54645333608188784157988493461743928492069244384765625	0.11953795963265075041892515628205728717148303985595703125	0.1783473457363286829302495561933028511703014373779296875	0.8989887250555119	-0.900593965534282	EPHB6;KDM3A;BTG1;ATP8A1;CERK;SATB1;DGKA;LIPA;ETS2;HSP90B1;RMND5A;UBC;ATP6V0A2;SARAF;TRP53INP1;PDIA3;NEBL;EDEM1;SURF4;KREMEN1;DNAJC3;PDCD4;TXNIP;PRKD2;CD47;CALR;DZIP1;MXD4
TAF15_Striatum_Knockdown_GSE77703_down	34/495	0.0647948777184368662762636859042686410248279571533203125	0.1313055076506018103987827316814218647778034210205078125	0.0101959174649656481026482879315153695642948150634765625	0.02062968681480607802125604166576522402465343475341796875	0.32920588446950305	-0.9008813597188863	NDRG4;RAB3A;NLGN2;STXBP1;ADAM22;6430548M08RIK;GHITM;NCALD;HK1;ABR;MAP1LC3B;ABLIM2;CLMN;KIF5C;TUBB3;FTH1;UBC;WDR7;HIVEP2;ZFP365;ATP6V0A1;TPI1;KCNAB2;PDP1;ARHGEF9;TUBB2A;KIFC2;GOLGB1;MADD;SIK3;ELMO1;SERINC1;ALDOA;PFKP
heat-inactivated_MTB_H37Rv_Macrophage_4hr_GSE67427_down	30/497	0.234335386634801523531024258772959001362323760986328125	0.37545608129541474529133893156540580093860626220703125	0.060145988673524879153386990537910605780780315399169921875	0.0962483779388141058586114695572177879512310028076171875	0.6215816057374172	-0.9019160993632246	CSF1R;SRXN1;SLC3A2;NDRG1;PTGS1;ABR;UBC;HMOX1;CD14;SLC16A3;ST3GAL1;ATP6V0A1;SLC36A1;MBD4;TPI1;PGAM1;OSGIN1;PDE4DIP;SLC39A13;KCNAB2;FOS;GCLC;PFKL;TMBIM1;TMEM119;CALR;SEC22B;ALDOA;RAB7B;SQSTM1
miR-18a_Heart_Knockout_GSE63813_up	29/497	0.29889131530894308408363713169819675385951995849609375	0.46073175499636842555872817683848552405834197998046875	0.08663599538091197593825398826083983294665813446044921875	0.133073707190751455708976891401107423007488250732421875	0.7521401594812073	-0.908341066885999	CLIC4;TFRC;SLC2A1;CPOX;SIPA1L2;ADD3;HSP90B1;NPPB;CSRP1;FTH1;UBC;PGK1;SLC16A3;PLXNA4;PDK1;PDIA3;TPI1;HSPA5;PEG3;NEBL;BNIP3;HEG1;PGAM1;PDIA6;PFKL;VCAN;CALR;SERINC3;PFKP
PNN__HCET_knockdown_GSE73060_up	29/497	0.29889131530894308408363713169819675385951995849609375	0.46073175499636842555872817683848552405834197998046875	0.08663599538091197593825398826083983294665813446044921875	0.133073707190751455708976891401107423007488250732421875	0.7522880724177197	-0.9085196976808905	CLIC4;TFRC;PLOD2;SLC3A2;GHITM;AREG;HSP90B1;LDHA;FTH1;UBC;PGK1;MAL2;CD55;PDIA3;CAST;NQO1;TPI1;TXNRD1;KRT8;PDIA6;EREG;PDIA4;KRT18;MTHFD2;CALR;SERINC3;ALDOA;CHMP5;ATF4
Cocaine_Nucleus_accumbens_20_mg-_kg_GSE42805_up	28/493	0.35504300432939472909055211857776157557964324951171875	0.53710575422388673327844799132435582578182220458984375	0.1138362118012178625381380925318808294832706451416015625	0.172010350236218856334602378410636447370052337646484375	0.8987407395108845	-0.9306607372633492	KMT2E;ATP8A1;SATB1;ADAM22;NEDD4L;CABP1;NDRG1;NCALD;HK1;RMND5A;CSRP1;SCRN1;KIF5C;FTH1;PTK2B;HIVEP2;ZFP365;NTNG2;GABARAPL1;FAM219A;GPCPD1;SLC4A8;NOV;GOLGB1;TACC1;SERINC1;PFKP;GAS7
Zeb2_Sciatic_nerves_conditional_Knockout_GSE74381_up	28/497	0.371302651111751647050596147892065346240997314453125	0.54645333608188784157988493461743928492069244384765625	0.121477467728429877613649523482308723032474517822265625	0.17878075284466887762135911543737165629863739013671875	0.9408746332273726	-0.9321600432598254	BTG1;TNXB;ITGB3;SEMA3B;VLDLR;ADD3;HSP90B1;SCRN1;SESN3;FTH1;UBC;PGK1;IGFBP6;PRPH;PDIA3;HSPA5;PEG3;SURF4;MBOAT2;PRSS35;PDIA4;VCAN;TUBB2A;TXNIP;CALR;SERINC3;ALDOA;FGFR1
Relapsing-remitting_multiple_sclerosis_(RRMS)_PBMC_GSE66573_down	28/495	0.363153053096825495504873515528743155300617218017578125	0.54619898506239306090748186761629767715930938720703125	0.11761791095503064397131964824438910000026226043701171875	0.176902777054907367482172730888123624026775360107421875	0.9202967668730766	-0.9321970320637213	BTG1;DGKA;DENND3;CHD2;ADD3;STK10;RAB11FIP1;RASSF2;ANPEP;PTK2B;SARAF;PIM2;SLC12A6;EGLN1;ATP8B2;STAT3;CIRBP;CFLAR;PNRC1;TMEM154;FOSL2;RBL2;SNRK;VCAN;PIK3IP1;TXNIP;ARHGEF2;MXD1
SYKi_(R406)_iPSC-WA_1uM-7d_GSE57896_down	26/494	0.51784370185817485410240124110714532434940338134765625	0.71734186371163655149274518407764844596385955810546875	0.2116867529660837465854683614452369511127471923828125	0.296772053457839357637482180507504381239414215087890625	1.4221847928611548	-0.9359139513414745	TRAM1;CLIC4;PLOD2;HSP90B1;LDHA;CSRP1;FTH1;UBC;CYP1B1;PDIA3;UBE2H;PRRX1;HSPA5;STAT3;SURF4;PDE4DIP;PDIA6;FOSL2;TUBB2A;TXNIP;PTX3;SERINC1;CD248;CALR;PCYOX1;ATF4
Klf6_Immature_oligodendrocytes_Silenced_GSE79244_up	30/497	0.234335386634801523531024258772959001362323760986328125	0.37545608129541474529133893156540580093860626220703125	0.060145988673524879153386990537910605780780315399169921875	0.0962483779388141058586114695572177879512310028076171875	0.6458804627117953	-0.9371737873305453	BEX2;PIK3R3;SIPA1L2;NCALD;ADGRG1;RMND5A;SCRN1;MAT2A;ZMIZ1;SESN2;PGK1;ZFP365;SEC11C;MAP2K1;PEG3;H2AFZ;PGAM1;KREMEN1;KLF3;TUBB2A;NPC1;SIK3;ELMO1;SERINC1;SERINC3;ALDOA;TRIB2;TSPYL4;FGFR1;ATF4
Ezh2_Embryonic_cerebellum_Knockout_GSE80222_down	29/495	0.291374544719666672687452546597342006862163543701171875	0.457824012898896570700202346415608190000057220458984375	0.0836056200760029455398836262247641570866107940673828125	0.13089159051610088635442252780194394290447235107421875	0.7604356315661674	-0.9377279627666756	KMT2E;BTG1;FAM117B;RASSF2;KIF5C;CHN2;DHX57;PLXNA4;TRP53INP2;MAP9;CDK19;NDFIP1;PLEKHA1;CIRBP;VASH2;SMARCA2;EID1;AHI1;TMEFF2;IBTK;MKRN1;RAB18;SERINC1;CD47;LCORL;SSBP2;TRIB2;FAM8A1;PFKP
mir-93_Kidney_(podocyte)_Transfected_GSE64080_up	33/496	0.0942483019870230809278410788465407676994800567626953125	0.18111822878156136340521698002703487873077392578125	0.0167640819406928674728529671256183064542710781097412109375	0.032168245729854605396980105069815181195735931396484375	0.40206989424239636	-0.94961771027752	SLC48A1;SPON2;CLIC4;CALCOCO1;PLEKHB2;ABHD4;SEL1L;SLC2A1;PIK3R3;PLOD2;NDRG1;LIPA;CSRP1;MYO6;CYP1B1;GABARAPL1;PEG3;TXNRD1;PGAM1;SURF4;PRSS35;SORBS1;PTPN13;CHFR;P4HA1;DDIT3;PMP22;RNF181;NUPR1;ALDOA;ATP6V0D1;MXD4;PCYOX1
Hobit_Bone_marrow_Knockout_GSE70813_up	28/496	0.367223139222552730220883177025825716555118560791015625	0.54645333608188784157988493461743928492069244384765625	0.11953795963265075041892515628205728717148303985595703125	0.1783473457363286829302495561933028511703014373779296875	0.9482452001980904	-0.9499383933791989	RB1;TFRC;ITGB3;CROT;HSP90B1;IL1RL1;LGALS3;LDHA;SESN3;FTH1;PGK1;FYN;SLC16A3;PDK1;TRP53INP1;TPI1;H2AFZ;PGAM1;UBALD2;FOS;ASS1;RBL2;CD47;CALR;ALDOA;PFKP;IFNAR1;MXD4
5-Azacytidine_JJN3_4hr-10nM_GSE56623_down	32/496	0.1305495706408775491436102811348973773419857025146484375	0.2355686427236916846705838679554290138185024261474609375	0.0261691120392422600648973940451469388790428638458251953125	0.047155145101183078282236493805612553842365741729736328125	0.4706784660470617	-0.9583024265783103	DERL3;SEL1L;UAP1;MSMO1;ADD3;NDRG1;HERPUD1;HSP90B1;ABR;LDHA;RASSF2;MAT2A;PGK1;PTK2B;ST3GAL1;PDIA3;CPT1A;ATP8B2;HSPA5;PLEKHA2;PGAM1;KCNAB2;PDIA6;PDIA4;MANF;PFKL;PRKD2;HYOU1;ARHGEF2;CALR;ALDOA;PFKP
Bexarotene_Cortex_GSE77569_down	32/495	0.128207553315830502516092792575364001095294952392578125	0.2349267983998527820066470894744270481169223785400390625	0.025574277835568183514514117860016995109617710113525390625	0.04679625241079353459294765116283087991178035736083984375	0.46869488427183903	-0.9627484199598789	NRN1;PLEKHB2;ATP8A1;SATB1;STXBP1;6430548M08RIK;CABP1;CLCN3;ABR;KIF5C;ZMIZ1;MAL2;WDR7;HIVEP2;ZFP365;PCMTD1;ATP6V0A1;NDFIP1;PEG3;TSC22D3;MTURN;EID1;PINK1;PREPL;IMPACT;NOV;TMEM106B;SERINC1;CD47;SERINC3;CPEB2;YPEL3
L254F_mutation_Lymphoblastoids_GSE74263_down	31/496	0.1760105244033069171738503655433305539190769195556640625	0.305137589921884833099596789907081983983516693115234375	0.039808654122294138966164922521784319542348384857177734375	0.0689627949575295218220816195753286592662334442138671875	0.5542784697370222	-0.9628989251703097	PPP1R15A;RB1;PFKFB4;BTG1;SLC3A2;CHD2;ADD3;HELZ2;POLD4;RGS2;FTH1;UBC;PGK1;SARAF;PIM2;DRAM2;CD55;TSC22D3;STAT2;SYVN1;SERPINB9;UBALD2;FOS;GPCPD1;PARP14;NR4A1;P4HA1;MKRN1;PLIN3;TXNIP;ATF4
