GENE	EVC-A-1	EVC-B-2	RA72Q-A-3	RA72Q-C-2	WT-1-1	WT-2-2
HTR7	0	0.0178804	0	0.00927714	0	0
HTR7P1	0.516384	0.481646	0.491963	0.493124	0.655855	0.57395
HTRA1	19.8683	21.3211	33.4379	33.8856	33.2787	35.1686
HTRA2	11.8387	10.9162	10.5407	11.381	11.7661	10.6406
HTRA3	0.0729017	0.0116392	0.0602569	0.0241597	0.0718059	0.0238689
HTRA4	0.029832	0.0285772	0.0295892	0.029659	0.0146918	0.0146511
HTT	10.8022	11.1423	10.6314	10.6799	10.6082	10.4714
HTT-AS1	0.0529954	0.101533	0	0.0526881	0.156596	0.156162
HULC	0.100978	0	0.200312	0	0	0
HUNK	0.0950404	0.106217	0.196389	0.153545	0.144318	0.147808
HUS1	42.4825	41.3008	42.2253	39.7678	39.3313	40.0499
HUS1B	0.345709	0.198701	0.308606	0.549928	0.408616	0.509354
HUWE1	40.5264	42.2981	41.26	41.3943	39.7518	40.0962
HVCN1	0.266719	0.237237	0.264552	0.265191	0.150147	0.280664
HYAL1	10.7249	9.98184	12.7056	12.596	13.2966	12.8224
HYAL2	25.6019	23.9964	23.7499	27.3683	26.881	25.8916
HYAL3	7.51682	6.24204	7.07108	7.56154	7.73471	7.02577
HYAL4	0.0387346	0.0123684	0	0.03851	0.0381524	0.0253644
HYALP1	0	0	0	0	0	0
HYDIN	0.27724	0.259745	0.338101	0.299806	0.201609	0.350719
HYDIN2	0.126098	0.111502	0.126274	0.091614	0.128979	0.119094
HYI	3.11695	3.11907	3.4029	2.86927	3.00229	3.12072
HYLS1	2.17334	2.25209	2.586	2.54506	2.59602	2.21263
HYMAI	0.535942	0.714067	0.589953	0.538863	0.422093	0.561723
HYOU1	66.5864	66.3852	82.3714	81.8683	82.191	80.8771
HYPK	68.3995	69.3259	56.9453	56.5296	55.5177	51.2654
IAH1	3.11658	2.94672	3.65325	3.46068	4.06641	3.06123
IAPP	0.30483	0.15369	0.318263	0.19141	0.221238	0.189103
IARS	106.791	104.022	96.4715	91.7488	91.7198	91.1332
IARS2	82.4713	83.3018	72.1547	73.8969	74.8936	74.686
IBA57	3.36444	3.16985	2.96708	2.93003	2.95374	2.73516
IBSP	0.0409896	0.0196328	0.020328	0	0.0201868	0.0201308
IBTK	21.2289	22.5167	24.8025	23.4858	24.6302	24.8978
ICA1	0.265006	0.1853	0.64475	0.439056	0.368282	0.651136
ICA1L	0.85685	0.819117	1.00788	1.04645	1.26511	0.966477
ICAM1	0.0467348	0.0179076	0.0370835	0.00929276	0	0.0459047
ICAM2	0.365922	0.35053	0.272093	0.394118	0.180211	0.47923
ICAM3	4.58165	3.95696	4.27599	4.89582	4.49502	4.19907
ICAM4	0.0221208	0.0423809	0.0797069	0.0266293	0	0.0263088
ICAM5	0.965378	0.992913	1.12887	1.39421	1.38126	1.58704
ICK	12.5378	13.6576	13.8968	13.5575	13.028	13.3989
ICMT	29.5702	28.2437	29.6781	30.6985	31.1059	30.1716
ICOS	0	0	0	0	0	0
ICOSLG	0.0656012	0.00897741	0.0650672	0.111807	0.0738459	0.101257
ICT1	36.2838	37.2173	31.1872	36.4501	33.4581	36.6316
ID1	7.08089	8.49546	11.8844	15.0106	17.2033	17.0335
ID2	163.927	170.599	142.688	155.083	164.238	163.229
ID3	5.3823	6.28706	8.1984	10.0743	11.4954	11.0589
ID4	0.0309744	0.0296715	0.0921667	0.0461922	0.0915264	0.0684545
IDE	23.1906	22.6937	23.537	22.8128	21.8628	22.867
IDH1	87.4333	88.6003	85.6998	82.3239	85.7633	83.9879
IDH1-AS1	0.59323	0.378852	0.294201	0.393194	0.681699	0.388462
IDH2	15.6007	14.5343	19.4252	22.2104	22.0224	23.0768
IDH3A	37.6398	37.8163	39.0064	37.9384	37.2675	36.0975
IDH3B	34.6472	35.5248	32.6425	36.073	36.699	35.9158
IDH3G	57.2032	53.8148	54.7988	58.7368	59.6129	57.8598
IDI1	155.865	165.322	162.448	156.058	170.06	173.664
IDI2	0.984586	1.0137	1.04959	0.611667	0.751421	0.821853
IDI2-AS1	2.5977	2.94978	2.30561	3.09449	2.60024	3.63594
IDNK	0	0.0191902	0.0702788	0	0.0697905	0.069468
IDO1	4.55982	4.8884	3.18385	3.69871	3.40494	3.31466
IDO2	0.0680161	0.0912172	0	0.0270487	0.053595	0.0400848
IDS	77.4297	74.5051	82.431	80.9087	76.6724	81.4874
IDUA	17.2848	17.3136	15.2092	18.7676	18.8477	17.8373
IER2	7.05337	7.25937	6.79695	7.93315	8.34594	8.03477
IER3	0.823027	0.946091	0.843539	1.09101	0.918744	0.808409
IER3IP1	63.4106	62.3143	66.5814	65.3255	64.762	68.2335
IER5	5.17288	4.52219	5.75069	5.89648	6.06439	5.77328
IER5L	5.85435	5.34726	5.4691	6.82431	6.90622	7.13224
IFFO1	12.1205	11.3917	11.1259	12.1872	12.0415	11.3735
IFFO2	12.539	12.476	13.7943	13.4503	13.2011	12.8718
IFI16	27.8254	27.7315	28.747	26.0663	23.8872	26.8565
IFI27	6.05408	6.3721	5.5192	6.16819	6.80385	6.65933
IFI27L1	30.1714	32.6314	32.0375	35.4719	39.7084	37.6496
IFI27L2	72.5981	76.1579	78.1058	84.725	83.832	89.639
IFI30	2.95157	2.95893	2.96159	2.79797	2.90721	2.62946
IFI35	4.18451	3.93041	3.42277	4.16024	4.41601	3.92336
IFI44	40.8482	42.9589	36.3659	34.4834	35.1934	36.7103
IFI44L	7.58299	8.06634	5.18331	5.17061	5.33501	5.62071
IFI6	37.5809	40.8079	31.739	40.5961	35.4695	36.2064
IFIH1	6.33822	6.56088	5.94614	6.27649	5.85534	6.06116
IFIT1	6.66077	6.97411	6.26886	5.95763	6.24389	6.81045
IFIT1B	0.0482395	0	0.0478468	0.0159866	0.0158381	0
IFIT2	2.06494	2.20982	1.70534	1.58911	1.76158	1.8161
IFIT3	5.59216	5.56845	5.79391	4.98536	5.19324	4.94645
IFIT5	5.73148	5.95979	5.53755	5.97135	5.65265	5.84116
IFITM1	3.156	3.76581	4.55817	5.2295	4.63558	4.73149
IFITM10	4.40508	3.96334	4.20829	4.34727	4.21102	4.1595
IFITM2	1.56605	1.60364	1.76755	1.66435	1.5957	1.69736
IFITM3	0.928098	1.59485	1.15784	2.01986	1.4469	1.393
IFITM4P	1.62876	1.75528	1.6155	1.01207	1.20321	1.39985
IFITM5	0	0	0	0.106367	0	0
IFLTD1	0.0870986	0.083435	0.0740482	0.173187	0.0245113	0.0733299
IFNA1	0	0	0	0	0.0424655	0
IFNA10	0	0	0	0	0	0
IFNA13	0	0	0	0	0	0
IFNA14	0	0.0474092	0.049088	0	0.048747	0
IFNA16	0	0	0	0	0	0.0379728
IFNA17	0	0.0350783	0	0	0	0.0359682
IFNA2	0	0	0	0	0	0
IFNA21	0	0.0331975	0	0.0344542	0	0
IFNA22P	0	0	0	0	0	0
IFNA4	0	0	0	0	0	0
IFNA5	0	0	0	0.0569317	0	0
IFNA6	0	0	0	0	0	0
IFNA7	0	0	0.0528595	0	0	0
IFNA8	0.0340331	0	0	0	0	0.0334286
IFNAR1	21.5904	21.413	24.2016	22.9676	21.9031	23.2555
IFNAR2	11.531	11.3062	11.0267	11.2209	11.5691	11.7266
IFNB1	0.0446711	0	0.0443075	0	0	0.0438777
IFNE	0.358112	0.192965	0.355197	0.111261	0.330683	0.329767
IFNG	0	0	0	0	0	0
IFNGR1	17.8652	18.2935	21.1342	19.6498	19.6281	19.8069
IFNGR2	19.3107	19.1196	18.9298	18.8063	19.2426	18.8708
IFNK	0	0	0	0	0.0299069	0
IFNL1	0.043576	0	0	0	0	0
IFNL2	0	0	0	0	0	0.0526427
IFNL3	0	0	0	0	0	0
IFNL4	0	0	0	0.0197222	0	0
IFNLR1	4.20035	4.27548	3.79273	3.82452	4.29113	4.17477
IFNW1	0.0433978	0	0.0430445	0.0215731	0	0.0213135
IFRD1	53.2316	53.2445	47.3049	46.0185	44.8527	44.7237
IFRD2	40.6077	38.5137	29.2494	30.4461	30.3251	28.5406
IFT122	6.48616	6.69169	6.86948	7.3612	8.11024	7.30355
IFT140	4.49785	4.59913	4.27744	4.98538	4.93909	4.67168
IFT172	3.42488	3.50272	3.27666	3.6737	3.21045	3.52657
IFT20	27.1071	25.6863	27.7176	25.6951	27.0277	29.2054
IFT27	27.3123	28.9365	25.9857	29.8794	32.2952	29.5111
IFT43	7.42436	6.90249	7.66592	8.02926	7.03593	6.32173
IFT46	20.9162	19.9104	20.8677	20.0847	19.0839	18.6679
IFT52	20.7164	20.0486	19.9344	21.8259	21.5852	20.7091
IFT57	15.3686	15.4942	15.5915	14.893	15.231	15.0025
IFT74	10.1721	11.3029	13.394	12.5027	11.5898	12.3511
IFT80	10.5895	10.8538	10.705	9.93901	9.97983	9.74419
IFT81	14.9219	14.6511	15.9291	16.601	15.2276	16.3003
IFT88	9.02294	8.60384	7.91507	7.41928	7.56871	7.53282
IGBP1	16.7516	16.3836	17.2155	15.9557	16.269	15.5719
IGBP1P1	0	0.0733054	0	0.152161	0	0
IGDCC3	0.558726	0.573455	0.442023	0.515809	0.478261	0.516136
IGDCC4	19.7394	19.937	22.1159	21.9565	21.5966	21.3099
IGF1	1.5959	1.34455	0.910502	1.04343	0.852746	1.0826
IGF1R	8.71322	9.02295	6.65166	6.89789	6.53693	6.6428
IGF2	249.831	230.61	280.528	287.842	286.675	290.652
IGF2-AS	0.461711	0.412742	0.597735	0.556143	0.36385	0.457984
IGF2BP1	1.89584	2.00056	1.82772	1.68018	1.6676	1.63777
IGF2BP2	0.102217	0.188664	0.187097	0.089693	0.0969374	0.181254
IGF2BP3	15.4217	15.503	15.6812	15.1821	14.3472	15.6915
IGF2R	37.2211	36.759	34.16	36.0827	34.468	34.4321
IGFALS	0.337062	0.425755	0.389566	0.311549	0.501921	0.415373
IGFBP1	0	0	0	0	0	0
IGFBP2	89.6824	89.5111	109.528	127.088	128.536	125.718
IGFBP3	0.106205	0.226103	0.374585	0.363751	0.325498	0.359359
IGFBP4	0.0979396	0.0938201	1.31836	1.4884	1.47458	1.20937
IGFBP5	3.3219	3.29502	2.64056	2.94193	3.01207	3.18422
IGFBP6	2.20016	2.572	2.73706	2.70644	2.02016	2.7105
IGFBP7	1.60333	1.73647	1.49322	1.22184	1.48285	1.29767
IGFBPL1	0.0593258	0.113661	0.117686	0.101112	0.100173	0.124869
IGFL1	0.653618	0.529799	0.797905	0.649828	0.346658	0.642009
IGFL2	0.278381	0.33334	0.207681	0.553534	0.271722	0.410155
IGFL3	0	0	0	0	0	0
IGFL4	1.07714	0.442212	0.228936	0.535445	0.530473	0.45343
IGFLR1	2.75043	2.22306	2.95538	2.84842	3.3017	3.6021
IGFN1	0.00490054	0.00704162	0.0510369	0.0828262	0.0555092	0.0625755
IGHMBP2	5.35328	5.31697	5.24954	5.54086	5.3251	5.23586
IGIP	2.79315	2.72673	3.42601	3.78387	3.61223	3.67551
IGJ	0.141532	0.135579	0.257363	0.0703557	0.0929364	0.139018
IGLL1	0.0489762	0.236052	0	0.040587	0.144727	0.120297
IGLL3P	0.120598	0.173288	0.0598082	0.179848	0.0593927	0.177684
IGLL5	0	0	0	0	0	0
IGLON5	3.92723	3.85609	3.14542	3.34807	3.78117	3.63567
IGSF1	0.10458	0.153274	0.214099	0.180829	0.180067	0.154087
IGSF10	0.737552	0.761638	0.72007	0.802	0.828627	0.860277
IGSF11	0.0616764	0.11356	0.0961323	0.0613188	0.0500416	0.0665375
IGSF11-AS1	0	0	0	0	0	0
IGSF21	0.0980309	0.172164	0.32411	0.292388	0.38623	0.337014
IGSF22	0.158355	0.131908	0.12975	0.184817	0.176319	0.229932
IGSF23	0.108597	0.0346765	0	0.0719783	0.0713099	0.0711122
IGSF3	6.90807	6.44004	6.08522	5.87337	5.84383	5.53969
IGSF5	2.65669	2.25242	2.5442	2.12517	1.78962	2.05461
IGSF6	0.135323	0.194446	0.100666	0.134538	0.133289	0.132919
IGSF8	18.0461	17.5432	17.9406	20.0447	20.3781	20.0303
IGSF9	1.08148	1.16332	0.785872	0.811906	0.904405	0.962675
IGSF9B	0.1681	0.176365	0.0992449	0.115396	0.110382	0.141526
IHH	0.0304386	0.0291583	0.0150954	0.0151311	0.0299811	0.014949
IK	85.8123	82.3444	87.5247	85.2984	81.1901	84.0462
IKBIP	12.1153	11.2244	15.1638	13.5793	12.0301	13.8088
IKBKAP	94.4029	98.2354	140.59	134.1	136.931	141.23
IKBKB	12.1405	12.1002	10.8053	10.8868	11.5909	11.0809
IKBKE	0.930423	0.941591	0.945284	0.933994	0.929827	0.947007
IKBKG	34.003	33.6037	32.6827	34.5515	35.5267	34.0633
IKZF1	0.0204218	0.0490354	0.0202918	0.0203033	0.043304	0.0323874
IKZF2	0.148063	0.147745	0.168271	0.140402	0.200527	0.214413
IKZF3	0.15511	0.173351	0.0993593	0.186339	0.159145	0.190445
IKZF4	6.61175	6.07926	6.86971	6.75122	6.98212	7.15972
IKZF5	6.57711	6.39806	6.79485	6.07114	6.25581	6.30624
IL10	0.179537	0.191095	0.0791446	0.13883	0.176838	0.176348
IL10RA	0	0.0157743	0	0	0.0081087	0
IL10RB	15.9054	14.5234	17.9907	17.1966	17.2282	16.9738
IL11	0.199223	0.190849	0.194573	0.12713	0.279889	0.23122
IL11RA	3.87611	4.30824	4.49797	4.17324	5.33423	4.65681
IL12A	0.0917667	0.0219767	0.13653	0.0228087	0.0225969	0.0450684
IL12B	0	0	0.0131589	0	0	0
IL12RB1	0.275169	0.131798	0.289988	0.188082	0.287973	0.234332
IL12RB2	0.104102	0.152308	0.134399	0.0791474	0.158006	0.142661
IL13	0.685516	0.606168	0.470725	0.602902	0.623273	0.492056
IL13RA1	16.0197	15.8761	17.8848	16.5291	16.0147	17.1162
IL13RA2	93.6845	91.5607	120.343	109.604	112.37	108.547
IL15	1.10453	0.961316	1.0814	1.00844	1.05577	1.13913
IL15RA	0.658064	0.911667	1.07768	0.898341	0.640469	1.14334
IL16	0.025171	0.069573	0.100851	0.0866438	0.10492	0.0951173
IL17A	0	0	0	0	0	0
IL17B	1.44615	1.44074	0.631127	1.55279	1.36744	1.36365
IL17C	0.0337905	0.194215	0.0670309	0.100784	0.0665652	0.099571
IL17D	5.47295	4.15804	8.27023	8.37504	8.87182	8.45963
IL17F	0	0.0450569	0	0	0	0
IL17RA	3.18752	3.11503	3.23541	3.39107	3.24959	3.36356
IL17RB	2.21428	2.13598	2.21162	2.33999	2.08949	2.40309
IL17RC	23.9312	23.3969	23.5654	26.0176	27.1718	24.976
IL17RD	1.07191	1.15477	0.831336	0.849898	0.697286	0.905271
IL17RE	0.421118	0.307276	0.406401	0.441306	0.370353	0.358749
IL17REL	0.0414371	0	0.0328798	0.0576755	0	0.0488413
IL18	0.305238	0.263156	0.242198	0.273119	0.385905	0.239848
IL18BP	2.98612	3.31431	2.95159	3.09185	2.68048	3.0856
IL18R1	0.0171444	0.0410581	0.0425121	0.0426124	0	0.0168399
IL18RAP	0	0	0	0	0	0
IL19	0	0.0328767	0	0	0	0
IL1A	0.0313136	0.0999883	0.0724703	0.0933961	0.0514049	0.0615148
IL1B	0.0439341	0	0.0217883	0.0218397	0.0216369	0.0215769
IL1F10	0	0	0	0	0	0
IL1R1	4.92165	4.7436	4.56375	4.06357	4.68093	4.85799
IL1R2	1.72547	1.73989	1.57645	2.12118	1.87844	2.07395
IL1RAP	2.93227	3.09409	2.9524	2.68263	2.47646	2.78037
IL1RAPL1	0.528435	0.506207	0.660864	0.582476	0.554437	0.519049
IL1RAPL2	0.0408959	0.0195879	0.040563	0.0101647	0.0503515	0.0100424
IL1RL1	0.0306679	0.0827831	0.195919	0.110465	0.0486396	0.145514
IL1RL2	0	0	0	0	0.0318202	0
IL1RN	0	0.0707387	0.109889	0.055052	0.0727361	0.0181099
IL2	0	0	0	0	0	0
IL20	0	0	0	0	0	0
IL20RA	3.04127	3.50071	3.81118	3.78767	3.52702	3.54936
IL20RB	1.11125	0.961017	0.857272	1.38101	1.03374	0.924756
IL21	0	0	0	0	0.0677179	0
IL21R	0.0132494	0.0634641	0.0328559	0.0472665	0.0261015	0.052059
IL21R-AS1	0.14157	0.0339039	0.0585076	0.0938324	0.116202	0.127467
IL22	0	0	0	0	0	0.0296027
IL22RA1	1.07216	1.06656	0.725997	0.860953	0.802187	0.901224
IL22RA2	0	0.0112206	0.0464764	0.0582331	0.0647017	0.023012
IL23A	1.01734	0.97455	0.739978	1.34859	0.835042	1.03258
IL23R	0.795237	1.1479	0.756349	0.758135	0.976423	0.684811
IL24	0.0175917	0	0	0	0	0.0172792
IL25	0	0	0	0	0	0
IL26	0	0	0	0	0	0
IL27	0	0	0	0	0	0
IL27RA	0.579063	0.64346	0.850038	0.909615	0.889761	0.659783
IL2RA	0	0	0	0	0.00929815	0
IL2RB	0.0296272	0.0496667	0.102851	0.162005	0.196978	0.218257
IL2RG	0.0213727	0.0204738	0.0211988	0	0.0210515	0.0629794
IL3	0	0	0	0	0	0
IL31	0	0	0.0805205	0.121066	0	0.0797394
IL31RA	0.332726	0.309073	0.310017	0.340821	0.307863	0.376334
IL32	0.407369	0.857561	0.674612	0.838042	0.351776	0.439647
IL33	0	0	0	0	0	0
IL34	0.0364926	0	0.0180768	0.0725621	0.0898603	0.0537667
IL36A	0	0	0	0	0.102368	0
IL36B	0	0	0	0	0	0
IL36G	0.407675	0.502107	0.43324	0.492164	0.659686	0.572049
IL36RN	0	0	0	0	0	0
IL37	0.127064	0.304296	0.223584	0.398638	0.58313	0.246058
IL3RA	0	0	0	0	0	0
IL4	0	0.0742993	0.06803	0.0771127	0	0.152375
IL4I1	0.0838215	0.160931	0.14168	0.142115	0.246876	0.207081
IL4R	0.522182	0.539388	1.05333	0.765206	0.818796	0.766531
IL5	0	0.0889371	0.0460433	0	0.0914468	0.0911932
IL5RA	0.0196142	0.00499507	0	0.0103716	0.0102752	0.00512184
IL6	0	0.0555621	0	0	0	0
IL6R	1.64236	1.92029	2.12385	2.0231	2.22382	2.0471
IL6ST	29.2527	30.0383	37.2439	35.2935	34.4464	36.4983
IL7	0.121495	0.250523	0.178262	0.243964	0.199293	0.215882
IL7R	24.0626	22.7902	21.9869	19.8266	17.3871	16.5192
IL8	0.208328	0.0725692	0.713821	0.564873	0.354431	0.483666
IL9	0	0	0	0	0	0
IL9R	0	0	0	0	0	0
ILDR1	0.0117613	0.0112665	0	0	0	0.0115523
ILDR2	0.0861405	0.0618879	0.0889993	0.0677991	0.0777753	0.0881359
ILF2	221.635	212.232	223.478	209.95	215.612	212.053
ILF3	121.349	119.913	102.64	105.913	108.046	107.776
ILF3-AS1	17.1489	16.2919	18.2109	18.5198	18.7662	18.5442
ILK	18.7906	18.9085	20.6641	20.8971	21.474	20.185
ILKAP	12.8932	12.9003	10.8314	11.7465	12.2249	11.853
ILVBL	32.6533	32.0472	28.1859	32.2345	34.0748	31.1398
IMMP1L	6.92191	6.67681	8.62964	7.55084	8.47499	8.59314
IMMP2L	1.3636	1.86924	1.48664	1.51827	1.64325	1.97194
IMMT	73.1013	71.9031	68.8024	69.8516	67.4447	69.8871
IMP3	33.5021	31.5668	26.529	28.3117	27.6971	26.5144
IMP4	44.6615	46.5522	39.7614	39.7884	40.6115	40.7962
IMPA1	7.58242	7.26514	7.81708	7.58332	7.53987	7.33291
IMPA2	3.58254	2.75774	2.26317	3.13775	2.77255	3.18378
IMPACT	15.2972	15.7881	15.3235	15.5744	15.1382	15.5992
IMPAD1	44.513	45.219	46.5272	43.9531	43.6008	43.5952
IMPDH1	8.8104	7.22228	7.01682	7.18047	6.42531	5.99981
IMPDH2	62.7233	59.9203	53.718	54.7571	53.326	51.6947
IMPG1	0.0278396	0.0266686	0.027613	0.0369042	0.0365615	0.00911503
IMPG2	0.111683	0.147104	0.10385	0.135324	0.134067	0.137124
INA	0	0.0179963	0.00931681	0.0093388	0	0.00922643
INADL	6.11572	5.99304	5.53241	5.63403	5.64921	5.77489
INCA1	2.46191	2.73047	2.86665	2.89743	2.3204	2.86536
INCENP	41.2814	40.907	41.54	42.4528	41.5673	41.5369
INE1	1.37843	1.42202	1.19192	1.40557	1.53177	1.56224
INE2	0.6639	0.880581	0.726034	0.710824	1.0228	0.735712
INF2	12.402	12.5066	9.97627	10.9718	11.1056	10.5342
ING1	15.2395	15.2885	16.3072	16.1149	15.8658	16.0643
ING2	22.3118	22.4479	25.5919	22.1514	21.5774	22.4664
ING3	23.3943	22.951	23.7964	21.6381	21.2221	21.4771
ING4	13.6428	16.2672	16.3599	16.7345	16.0844	16.7253
ING5	3.08614	3.1036	2.54144	2.655	2.73129	2.51119
INGX	0.277804	0.398821	0.220237	0.413919	0.273384	0.0817877
INHA	7.78375	7.72265	8.80033	8.65989	9.10428	9.1473
INHBA	7.68812	7.4891	10.9447	9.66557	7.4447	8.17497
INHBA-AS1	0.225416	0.207336	0.128708	0.136704	0.127951	0.203331
INHBB	0.237024	0.33604	0.235094	0.282779	0.270815	0.260751
INHBC	0.0636713	0.0762414	0.236824	0.237383	0.172464	0.125081
INHBE	2.21542	2.24421	4.69787	4.46845	3.47384	3.45171
INIP	22.373	20.1481	24.142	22.9525	22.6755	23.9078
INMT	0.459238	0.484469	0.491471	0.528689	0.41661	0.59357
INMT-FAM188B	0	0.0594966	0	0	0	0
INO80	15.2051	15.9	15.3624	15.0278	15.1487	14.7263
INO80B	10.5046	14.3087	11.7168	15.7395	16.1573	17.2516
INO80B-WBP1	10.5075	6.42503	6.24343	4.28502	4.89147	3.23284
INO80C	15.8999	14.3351	13.4849	13.9276	13.8141	12.8858
INO80D	1.3227	1.31986	1.52654	1.56668	1.36716	1.33931
INO80E	27.262	26.3929	28.247	28.6881	27.851	29.965
INPP1	1.04923	1.1576	1.06266	1.15238	1.20339	1.21544
INPP4A	11.9748	12.6745	12.7222	12.5498	12.8234	13.1179
INPP4B	8.21776	8.07889	8.04013	7.65208	7.66167	7.77204
INPP5A	15.0172	15.3618	25.3956	26.3448	26.7557	25.4762
INPP5B	4.27531	4.35826	4.47941	4.50994	4.72507	4.53453
INPP5D	0	0.00588643	0.0121898	0	0.00605253	0.00603575
INPP5E	7.6993	8.57611	7.60111	8.48243	9.31193	8.68814
INPP5F	6.63412	6.73572	6.7289	6.30159	7.10629	5.78882
INPP5J	2.04375	1.9846	2.6519	2.69992	2.73	3.09367
INPP5K	9.07157	9.02335	8.96147	10.0306	10.3525	10.22
INPPL1	33.535	32.4203	32.6243	35.1642	36.1912	34.6792
INS	0	0	0	0	0	0
INS-IGF2	2.30376	1.95042	1.34358	2.50146	1.33563	2.56744
INSC	0.0106293	0.0305535	0.0205107	0.0105677	0.0209427	0.0104404
INSIG1	112.104	118.356	103.108	109.38	122.681	126.675
INSIG2	10.4334	9.92581	10.6685	10.3491	11.2536	11.7154
INSL3	0.283617	0.181123	0.281308	0.375963	0.326706	0.185718
INSL4	0	0	0.0685258	0	0	0
INSL5	0.110522	0.211746	0	0	0.0544302	0.0542793
INSL6	0	0	0	0	0	0.0553549
INSM1	0.0433422	0.0518989	0.0644841	0.0861818	0.0640361	0.0425724
INSM2	0	0	0	0.0100634	0.0199399	0.00994231
INSR	9.20899	9.28771	12.0642	12.1168	11.7226	11.6997
INSRR	0	0.00682849	0	0	0.0280848	0
INTS1	18.0533	17.9981	15.9149	17.7232	17.6827	17.1592
INTS10	19.292	20.8768	18.8324	19.3621	19.4467	18.5299
INTS12	18.7845	18.8829	16.9493	17.8065	17.4403	16.8671
INTS2	4.8778	4.89352	5.01706	4.80213	5.06115	5.08623
INTS3	36.7105	37.5605	33.056	33.4776	33.756	32.5525
INTS4	9.33615	8.51801	8.70473	9.05164	8.76788	8.59184
INTS4L2	0.168542	0.179392	0.0742979	0.204802	0.0922272	0.147154
INTS5	10.5391	10.8561	9.97737	11.0744	11.5261	10.0165
INTS6	12.2899	13.1366	12.1276	11.1715	11.6855	11.2309
INTS7	16.4541	16.5321	15.6385	15.7416	15.4529	15.0736
INTS8	18.4376	18.5764	15.952	15.774	16.2553	15.5755
INTS9	4.51246	4.29058	3.81807	3.66576	4.0473	4.22102
INTU	2.56466	2.86477	2.72745	2.64184	2.49876	2.61005
INVS	8.6171	8.69934	8.39291	8.43234	8.65478	8.94841
IP6K1	21.1039	20.298	20.2351	20.1672	20.6731	20.1105
IP6K2	45.0199	48.6829	48.0851	48.4188	50.9017	50.2496
IP6K3	0	0	0	0	0.0112447	0.0112136
IPCEF1	0.00429161	0.0041111	0.00425668	0	0	0
IPMK	4.79615	5.10898	4.87604	4.79695	4.62958	5.06899
IPO11	20.1969	19.9948	19.9903	18.8032	18.8576	18.5448
IPO11-LRRC70	0.413438	1.4003	0.956212	1.09359	1.07954	1.37126
IPO13	25.4819	23.954	25.599	26.3398	27.0695	26.6877
IPO4	28.3503	27.0375	21.7167	22.249	22.2255	20.7082
IPO5	82.3711	81.6078	72.1757	70.425	70.5294	69.2259
IPO7	39.8195	39.3911	40.4421	36.0712	35.4041	37.2697
IPO8	53.0428	53.5163	54.1466	51.6271	52.5554	53.1866
IPO9	19.0101	19.1994	18.2113	18.3325	17.9699	17.7432
IPP	6.0757	5.69408	5.81258	5.92754	5.94447	6.22725
IPPK	11.4093	11.3447	10.6847	9.87472	10.5371	10.3215
IPW	7.16508	6.95886	7.32351	6.47176	6.93346	6.76463
IQCA1	0.00992105	0.0190105	0	0.00986353	0.019547	0
IQCB1	10.0131	9.28163	9.15155	9.20148	9.15143	9.86489
IQCC	3.76991	4.26447	3.9189	4.32825	4.20887	3.94023
IQCD	1.33933	1.25924	1.00862	1.33156	1.17262	1.09628
IQCE	4.83282	4.82667	4.60224	4.50665	4.39982	4.63985
IQCF1	0	0.0517302	0	0	0	0
IQCF2	0	0	0	0	0	0
IQCF3	0.0267042	0	0.0264868	0	0	0.0262282
IQCF4	0	0	0	0	0	0
IQCF5	0	0	0	0	0	0
IQCF6	0	0	0	0	0	0
IQCG	5.66818	5.89791	5.60376	5.74538	5.69738	5.42651
IQCH	1.66311	1.80679	1.97076	2.05145	1.76378	1.80662
IQCH-AS1	11.4609	17.9017	13.577	16.2696	15.3693	12.1801
IQCJ	0.0213567	0.022011	0	0	0.0210357	0.0218127
IQCJ-SCHIP1	0.155493	0.197874	0.269905	0.193241	0.30632	0.256199
IQCK	2.65185	2.7143	2.60624	2.73278	2.87438	2.73558
IQGAP1	74.0916	73.0242	85.2763	82.3946	79.9423	83.3368
IQGAP2	59.417	58.1562	48.2394	46.0215	46.636	48.5594
IQGAP3	18.6577	19.3355	26.4541	26.299	27.2378	27.2673
IQSEC1	19.9704	19.3545	20.1195	21.1965	20.7336	20.864
IQSEC2	8.38603	8.84872	8.61553	8.60352	8.88497	9.46997
IQSEC3	0.0335983	0.081859	0.053942	0.0652088	0.0951431	0.10313
IQUB	0.11725	0.112318	0.193826	0.165141	0.115488	0.201543
IRAK1	82.5794	79.2871	73.7272	77.9858	73.4348	70.781
IRAK1BP1	3.9365	4.08517	3.60867	3.43929	3.78921	2.92923
IRAK2	0.731529	0.575624	1.0279	0.649364	0.720534	0.752752
IRAK3	0.0822798	0.0719649	0.092255	0.078246	0.04933	0.0597349
IRAK4	8.3997	7.82733	11.3672	10.4902	11.0682	10.8524
IREB2	25.2435	25.026	24.3562	23.8448	24.4596	24.5323
IRF1	3.81949	3.7564	4.06622	3.93236	3.91257	3.96008
IRF2	12.1261	12.0215	13.3412	12.463	13.2754	12.2862
IRF2BP1	25.7572	24.8745	22.9195	26.8331	25.2001	26.6676
IRF2BP2	52.0132	52.9728	42.275	42.8065	42.1803	41.4424
IRF2BPL	12.0846	11.28	9.86012	12.2291	11.8676	11.2835
IRF3	22.5066	22.3401	21.9017	21.8359	23.589	21.5287
